function_id,name_for_btxt,n_inputs,t,literal_count,status,runtime_ms,cg,n_transistors,n_transistors_pdn,n_transistors_pun,sat_result,work_dir,stdout_log,stderr_log
3_10,F3_010,3,2,2,SAT,329,"CG(nc=3, r=2, tr=[(1, 2, 0), (0, 1, 3)])",4,2,0,SAT,/Users/fch/Python/MiniTNtk-Extension/dataset/sweep_3input/3_10/t_2,dataset/sweep_3input/3_10/t_2/run_t2.out.log,dataset/sweep_3input/3_10/t_2/run_t2.err.log
3_11,F3_011,3,3,4,SAT,225,"CG(nc=3, r=3, tr=[(1, 2, 0), (1, 2, 4), (0, 1, 5)])",7,3,0,SAT,/Users/fch/Python/MiniTNtk-Extension/dataset/sweep_3input/3_11/t_3,dataset/sweep_3input/3_11/t_3/run_t3.out.log,dataset/sweep_3input/3_11/t_3/run_t3.err.log
3_11,F3_011,3,4,4,SAT,239,"CG(nc=4, r=4, tr=[(1, 3, 0), (1, 3, 4), (0, 1, 5), (1, 2, 5)])",8,4,0,SAT,/Users/fch/Python/MiniTNtk-Extension/dataset/sweep_3input/3_11/t_4,dataset/sweep_3input/3_11/t_4/run_t4.out.log,dataset/sweep_3input/3_11/t_4/run_t4.err.log
3_12,F3_012,3,2,2,SAT,219,"CG(nc=3, r=2, tr=[(1, 2, 0), (0, 1, 3)])",4,2,0,SAT,/Users/fch/Python/MiniTNtk-Extension/dataset/sweep_3input/3_12/t_2,dataset/sweep_3input/3_12/t_2/run_t2.out.log,dataset/sweep_3input/3_12/t_2/run_t2.err.log
3_13,F3_013,3,3,4,SAT,309,"CG(nc=3, r=3, tr=[(1, 2, 1), (1, 2, 3), (0, 1, 5)])",7,3,0,SAT,/Users/fch/Python/MiniTNtk-Extension/dataset/sweep_3input/3_13/t_3,dataset/sweep_3input/3_13/t_3/run_t3.out.log,dataset/sweep_3input/3_13/t_3/run_t3.err.log
3_13,F3_013,3,4,4,SAT,394,"CG(nc=4, r=4, tr=[(1, 3, 1), (1, 3, 3), (0, 1, 5), (1, 2, 5)])",8,4,0,SAT,/Users/fch/Python/MiniTNtk-Extension/dataset/sweep_3input/3_13/t_4,dataset/sweep_3input/3_13/t_4/run_t4.out.log,dataset/sweep_3input/3_13/t_4/run_t4.err.log
3_14,F3_014,3,3,4,SAT,372,"CG(nc=3, r=3, tr=[(1, 2, 0), (1, 2, 1), (0, 1, 5)])",5,3,0,SAT,/Users/fch/Python/MiniTNtk-Extension/dataset/sweep_3input/3_14/t_3,dataset/sweep_3input/3_14/t_3/run_t3.out.log,dataset/sweep_3input/3_14/t_3/run_t3.err.log
3_14,F3_014,3,4,4,SAT,279,"CG(nc=4, r=4, tr=[(1, 3, 0), (1, 3, 1), (0, 1, 5), (1, 2, 5)])",6,4,0,SAT,/Users/fch/Python/MiniTNtk-Extension/dataset/sweep_3input/3_14/t_4,dataset/sweep_3input/3_14/t_4/run_t4.out.log,dataset/sweep_3input/3_14/t_4/run_t4.err.log
3_15,F3_015,3,1,1,SAT,205,"CG(nc=2, r=1, tr=[(0, 1, 1)])",3,1,0,SAT,/Users/fch/Python/MiniTNtk-Extension/dataset/sweep_3input/3_15/t_1,dataset/sweep_3input/3_15/t_1/run_t1.out.log,dataset/sweep_3input/3_15/t_1/run_t1.err.log
3_16,F3_016,3,3,3,SAT,212,"CG(nc=4, r=3, tr=[(2, 3, 2), (1, 2, 3), (0, 1, 4)])",7,3,0,SAT,/Users/fch/Python/MiniTNtk-Extension/dataset/sweep_3input/3_16/t_3,dataset/sweep_3input/3_16/t_3/run_t3.out.log,dataset/sweep_3input/3_16/t_3/run_t3.err.log
3_17,F3_017,3,2,2,SAT,225,"CG(nc=3, r=2, tr=[(1, 2, 2), (0, 1, 3)])",6,2,0,SAT,/Users/fch/Python/MiniTNtk-Extension/dataset/sweep_3input/3_17/t_2,dataset/sweep_3input/3_17/t_2/run_t2.out.log,dataset/sweep_3input/3_17/t_2/run_t2.err.log
3_18,F3_018,3,5,6,SAT,235,"CG(nc=5, r=5, tr=[(2, 4, 0), (3, 4, 2), (1, 3, 3), (0, 1, 4), (1, 2, 5)])",11,5,0,SAT,/Users/fch/Python/MiniTNtk-Extension/dataset/sweep_3input/3_18/t_5,dataset/sweep_3input/3_18/t_5/run_t5.out.log,dataset/sweep_3input/3_18/t_5/run_t5.err.log
3_18,F3_018,3,6,6,SAT,256,"CG(nc=6, r=6, tr=[(1, 2, 0), (3, 5, 2), (2, 3, 3), (0, 2, 4), (1, 5, 5), (3, 4, 3)])",12,6,0,SAT,/Users/fch/Python/MiniTNtk-Extension/dataset/sweep_3input/3_18/t_6,dataset/sweep_3input/3_18/t_6/run_t6.out.log,dataset/sweep_3input/3_18/t_6/run_t6.err.log
3_19,F3_019,3,3,4,SAT,212,"CG(nc=3, r=3, tr=[(0, 1, 3), (1, 2, 4), (0, 1, 5)])",9,3,0,SAT,/Users/fch/Python/MiniTNtk-Extension/dataset/sweep_3input/3_19/t_3,dataset/sweep_3input/3_19/t_3/run_t3.out.log,dataset/sweep_3input/3_19/t_3/run_t3.err.log
3_19,F3_019,3,4,4,SAT,221,"CG(nc=4, r=4, tr=[(0, 1, 3), (1, 3, 4), (0, 1, 5), (0, 2, 5)])",10,4,0,SAT,/Users/fch/Python/MiniTNtk-Extension/dataset/sweep_3input/3_19/t_4,dataset/sweep_3input/3_19/t_4/run_t4.out.log,dataset/sweep_3input/3_19/t_4/run_t4.err.log
3_20,F3_020,3,5,6,SAT,242,"CG(nc=5, r=5, tr=[(2, 4, 1), (3, 4, 2), (0, 1, 3), (1, 3, 4), (1, 2, 5)])",11,5,0,SAT,/Users/fch/Python/MiniTNtk-Extension/dataset/sweep_3input/3_20/t_5,dataset/sweep_3input/3_20/t_5/run_t5.out.log,dataset/sweep_3input/3_20/t_5/run_t5.err.log
3_20,F3_020,3,6,6,SAT,331,"CG(nc=7, r=6, tr=[(0, 1, 1), (0, 2, 2), (4, 6, 3), (3, 5, 4), (1, 4, 5), (2, 4, 4)])",12,6,0,SAT,/Users/fch/Python/MiniTNtk-Extension/dataset/sweep_3input/3_20/t_6,dataset/sweep_3input/3_20/t_6/run_t6.out.log,dataset/sweep_3input/3_20/t_6/run_t6.err.log
3_21,F3_021,3,3,4,SAT,213,"CG(nc=3, r=3, tr=[(1, 2, 3), (0, 1, 4), (0, 1, 5)])",9,3,0,SAT,/Users/fch/Python/MiniTNtk-Extension/dataset/sweep_3input/3_21/t_3,dataset/sweep_3input/3_21/t_3/run_t3.out.log,dataset/sweep_3input/3_21/t_3/run_t3.err.log
3_21,F3_021,3,4,4,SAT,219,"CG(nc=4, r=4, tr=[(1, 3, 3), (0, 1, 4), (0, 1, 5), (1, 2, 4)])",10,4,0,SAT,/Users/fch/Python/MiniTNtk-Extension/dataset/sweep_3input/3_21/t_4,dataset/sweep_3input/3_21/t_4/run_t4.out.log,dataset/sweep_3input/3_21/t_4/run_t4.err.log
3_22,F3_022,3,6,9,UNSAT,651,"CG(nc=5, r=7, tr=[(1, 4, 0), (1, 4, 1), (3, 4, 2), (0, 2, 3), (2, 3, 4), (1, 2, 5), (0, 3, 5)])",13,7,0,SAT,/Users/fch/Python/MiniTNtk-Extension/dataset/sweep_3input/3_22/t_6,dataset/sweep_3input/3_22/t_6/run_t6.out.log,dataset/sweep_3input/3_22/t_6/run_t6.err.log
3_22,F3_022,3,7,9,SAT,322,"CG(nc=5, r=7, tr=[(1, 4, 0), (1, 4, 1), (3, 4, 2), (0, 2, 3), (2, 3, 4), (1, 2, 5), (0, 3, 5)])",13,7,0,SAT,/Users/fch/Python/MiniTNtk-Extension/dataset/sweep_3input/3_22/t_7,dataset/sweep_3input/3_22/t_7/run_t7.out.log,dataset/sweep_3input/3_22/t_7/run_t7.err.log
3_22,F3_022,3,8,9,SAT,407,"CG(nc=6, r=8, tr=[(2, 5, 0), (3, 4, 1), (2, 5, 2), (0, 1, 3), (1, 2, 4), (4, 5, 5), (1, 3, 3), (0, 1, 5)])",14,8,0,SAT,/Users/fch/Python/MiniTNtk-Extension/dataset/sweep_3input/3_22/t_8,dataset/sweep_3input/3_22/t_8/run_t8.out.log,dataset/sweep_3input/3_22/t_8/run_t8.err.log
3_22,F3_022,3,9,9,SAT,521,"CG(nc=6, r=8, tr=[(2, 5, 0), (3, 5, 1), (4, 5, 2), (0, 2, 3), (2, 4, 4), (2, 3, 5), (0, 3, 4), (1, 4, 1)], dropped=[(5, 4)])",14,8,0,SAT,/Users/fch/Python/MiniTNtk-Extension/dataset/sweep_3input/3_22/t_9,dataset/sweep_3input/3_22/t_9/run_t9.out.log,dataset/sweep_3input/3_22/t_9/run_t9.err.log
3_23,F3_023,3,3,6,UNSAT,777,"CG(nc=4, r=5, tr=[(2, 3, 3), (1, 3, 4), (0, 1, 5), (0, 1, 3), (0, 2, 5)])",11,5,0,SAT,/Users/fch/Python/MiniTNtk-Extension/dataset/sweep_3input/3_23/t_3,dataset/sweep_3input/3_23/t_3/run_t3.out.log,dataset/sweep_3input/3_23/t_3/run_t3.err.log
3_23,F3_023,3,4,6,UNSAT,512,"CG(nc=4, r=5, tr=[(2, 3, 3), (1, 3, 4), (0, 1, 5), (0, 1, 3), (0, 2, 5)])",11,5,0,SAT,/Users/fch/Python/MiniTNtk-Extension/dataset/sweep_3input/3_23/t_4,dataset/sweep_3input/3_23/t_4/run_t4.out.log,dataset/sweep_3input/3_23/t_4/run_t4.err.log
3_23,F3_023,3,5,6,SAT,250,"CG(nc=4, r=5, tr=[(2, 3, 3), (1, 3, 4), (0, 1, 5), (0, 1, 3), (0, 2, 5)])",11,5,0,SAT,/Users/fch/Python/MiniTNtk-Extension/dataset/sweep_3input/3_23/t_5,dataset/sweep_3input/3_23/t_5/run_t5.out.log,dataset/sweep_3input/3_23/t_5/run_t5.err.log
3_23,F3_023,3,6,6,SAT,279,"CG(nc=4, r=5, tr=[(0, 1, 3), (2, 3, 4), (1, 3, 5), (0, 1, 4), (1, 2, 3)], dropped=[(0, 5)])",11,5,0,SAT,/Users/fch/Python/MiniTNtk-Extension/dataset/sweep_3input/3_23/t_6,dataset/sweep_3input/3_23/t_6/run_t6.out.log,dataset/sweep_3input/3_23/t_6/run_t6.err.log
3_24,F3_024,3,6,6,SAT,301,"CG(nc=6, r=6, tr=[(0, 1, 0), (2, 5, 1), (3, 4, 2), (3, 5, 3), (0, 4, 4), (1, 2, 5)])",12,6,0,SAT,/Users/fch/Python/MiniTNtk-Extension/dataset/sweep_3input/3_24/t_6,dataset/sweep_3input/3_24/t_6/run_t6.out.log,dataset/sweep_3input/3_24/t_6/run_t6.err.log
3_25,F3_025,3,5,5,SAT,252,"CG(nc=5, r=5, tr=[(1, 2, 0), (1, 4, 1), (3, 4, 3), (0, 3, 4), (0, 2, 5)])",11,5,0,SAT,/Users/fch/Python/MiniTNtk-Extension/dataset/sweep_3input/3_25/t_5,dataset/sweep_3input/3_25/t_5/run_t5.out.log,dataset/sweep_3input/3_25/t_5/run_t5.err.log
3_26,F3_026,3,5,5,SAT,242,"CG(nc=5, r=5, tr=[(2, 4, 0), (1, 3, 2), (3, 4, 3), (0, 1, 4), (0, 2, 5)])",11,5,0,SAT,/Users/fch/Python/MiniTNtk-Extension/dataset/sweep_3input/3_26/t_5,dataset/sweep_3input/3_26/t_5/run_t5.out.log,dataset/sweep_3input/3_26/t_5/run_t5.err.log
3_27,F3_027,3,4,4,SAT,220,"CG(nc=4, r=4, tr=[(1, 3, 0), (2, 3, 3), (0, 2, 4), (0, 1, 5)])",10,4,0,SAT,/Users/fch/Python/MiniTNtk-Extension/dataset/sweep_3input/3_27/t_4,dataset/sweep_3input/3_27/t_4/run_t4.out.log,dataset/sweep_3input/3_27/t_4/run_t4.err.log
3_28,F3_028,3,5,5,SAT,276,"CG(nc=5, r=5, tr=[(2, 4, 1), (3, 4, 2), (1, 3, 3), (0, 1, 4), (0, 2, 5)])",11,5,0,SAT,/Users/fch/Python/MiniTNtk-Extension/dataset/sweep_3input/3_28/t_5,dataset/sweep_3input/3_28/t_5/run_t5.out.log,dataset/sweep_3input/3_28/t_5/run_t5.err.log
3_29,F3_029,3,4,4,SAT,234,"CG(nc=4, r=4, tr=[(2, 3, 1), (1, 3, 3), (0, 1, 4), (0, 2, 5)])",10,4,0,SAT,/Users/fch/Python/MiniTNtk-Extension/dataset/sweep_3input/3_29/t_4,dataset/sweep_3input/3_29/t_4/run_t4.out.log,dataset/sweep_3input/3_29/t_4/run_t4.err.log
3_30,F3_030,3,6,7,SAT,300,"CG(nc=4, r=6, tr=[(2, 3, 0), (1, 3, 1), (1, 3, 2), (0, 2, 3), (1, 2, 4), (0, 1, 5)])",12,6,0,SAT,/Users/fch/Python/MiniTNtk-Extension/dataset/sweep_3input/3_30/t_6,dataset/sweep_3input/3_30/t_6/run_t6.out.log,dataset/sweep_3input/3_30/t_6/run_t6.err.log
3_30,F3_030,3,7,7,SAT,360,"CG(nc=5, r=7, tr=[(2, 4, 0), (2, 4, 1), (2, 4, 2), (2, 3, 3), (0, 3, 4), (0, 2, 5), (0, 1, 5)])",13,7,0,SAT,/Users/fch/Python/MiniTNtk-Extension/dataset/sweep_3input/3_30/t_7,dataset/sweep_3input/3_30/t_7/run_t7.out.log,dataset/sweep_3input/3_30/t_7/run_t7.err.log
3_31,F3_031,3,3,3,SAT,240,"CG(nc=3, r=3, tr=[(1, 2, 3), (0, 1, 4), (0, 2, 5)])",9,3,0,SAT,/Users/fch/Python/MiniTNtk-Extension/dataset/sweep_3input/3_31/t_3,dataset/sweep_3input/3_31/t_3/run_t3.out.log,dataset/sweep_3input/3_31/t_3/run_t3.err.log
3_32,F3_032,3,3,3,SAT,203,"CG(nc=4, r=3, tr=[(0, 1, 0), (2, 3, 2), (1, 2, 4)])",5,3,0,SAT,/Users/fch/Python/MiniTNtk-Extension/dataset/sweep_3input/3_32/t_3,dataset/sweep_3input/3_32/t_3/run_t3.out.log,dataset/sweep_3input/3_32/t_3/run_t3.err.log
3_33,F3_033,3,5,6,SAT,248,"CG(nc=5, r=5, tr=[(1, 2, 0), (0, 2, 2), (1, 3, 3), (1, 4, 4), (0, 3, 5)])",11,5,0,SAT,/Users/fch/Python/MiniTNtk-Extension/dataset/sweep_3input/3_33/t_5,dataset/sweep_3input/3_33/t_5/run_t5.out.log,dataset/sweep_3input/3_33/t_5/run_t5.err.log
3_33,F3_033,3,6,6,SAT,286,"CG(nc=6, r=6, tr=[(1, 2, 0), (0, 1, 2), (0, 1, 3), (2, 5, 4), (3, 4, 5), (1, 2, 5)])",12,6,0,SAT,/Users/fch/Python/MiniTNtk-Extension/dataset/sweep_3input/3_33/t_6,dataset/sweep_3input/3_33/t_6/run_t6.out.log,dataset/sweep_3input/3_33/t_6/run_t6.err.log
3_34,F3_034,3,2,2,SAT,242,"CG(nc=3, r=2, tr=[(1, 2, 0), (0, 1, 3)])",4,2,0,SAT,/Users/fch/Python/MiniTNtk-Extension/dataset/sweep_3input/3_34/t_2,dataset/sweep_3input/3_34/t_2/run_t2.out.log,dataset/sweep_3input/3_34/t_2/run_t2.err.log
3_35,F3_035,3,3,4,SAT,327,"CG(nc=3, r=3, tr=[(0, 1, 0), (1, 2, 4), (0, 1, 5)])",7,3,0,SAT,/Users/fch/Python/MiniTNtk-Extension/dataset/sweep_3input/3_35/t_3,dataset/sweep_3input/3_35/t_3/run_t3.out.log,dataset/sweep_3input/3_35/t_3/run_t3.err.log
3_35,F3_035,3,4,4,SAT,225,"CG(nc=3, r=4, tr=[(0, 1, 0), (1, 2, 4), (0, 1, 5), (0, 1, 0)])",8,4,0,SAT,/Users/fch/Python/MiniTNtk-Extension/dataset/sweep_3input/3_35/t_4,dataset/sweep_3input/3_35/t_4/run_t4.out.log,dataset/sweep_3input/3_35/t_4/run_t4.err.log
3_36,F3_036,3,6,6,SAT,270,"CG(nc=6, r=6, tr=[(1, 2, 0), (3, 4, 1), (1, 5, 2), (4, 5, 3), (0, 2, 4), (0, 3, 5)])",12,6,0,SAT,/Users/fch/Python/MiniTNtk-Extension/dataset/sweep_3input/3_36/t_6,dataset/sweep_3input/3_36/t_6/run_t6.out.log,dataset/sweep_3input/3_36/t_6/run_t6.err.log
3_37,F3_037,3,5,5,SAT,276,"CG(nc=5, r=5, tr=[(0, 1, 0), (1, 2, 2), (3, 4, 3), (2, 4, 4), (0, 3, 5)])",11,5,0,SAT,/Users/fch/Python/MiniTNtk-Extension/dataset/sweep_3input/3_37/t_5,dataset/sweep_3input/3_37/t_5/run_t5.out.log,dataset/sweep_3input/3_37/t_5/run_t5.err.log
3_38,F3_038,3,5,5,SAT,241,"CG(nc=5, r=5, tr=[(1, 4, 0), (3, 4, 1), (2, 3, 3), (0, 1, 4), (0, 2, 5)])",11,5,0,SAT,/Users/fch/Python/MiniTNtk-Extension/dataset/sweep_3input/3_38/t_5,dataset/sweep_3input/3_38/t_5/run_t5.out.log,dataset/sweep_3input/3_38/t_5/run_t5.err.log
3_39,F3_039,3,4,4,SAT,222,"CG(nc=4, r=4, tr=[(1, 3, 0), (2, 3, 3), (0, 1, 4), (0, 2, 5)])",10,4,0,SAT,/Users/fch/Python/MiniTNtk-Extension/dataset/sweep_3input/3_39/t_4,dataset/sweep_3input/3_39/t_4/run_t4.out.log,dataset/sweep_3input/3_39/t_4/run_t4.err.log
3_40,F3_040,3,5,6,SAT,248,"CG(nc=5, r=5, tr=[(2, 4, 0), (2, 3, 1), (0, 1, 2), (1, 2, 4), (0, 3, 5)])",9,5,0,SAT,/Users/fch/Python/MiniTNtk-Extension/dataset/sweep_3input/3_40/t_5,dataset/sweep_3input/3_40/t_5/run_t5.out.log,dataset/sweep_3input/3_40/t_5/run_t5.err.log
3_40,F3_040,3,6,6,SAT,260,"CG(nc=6, r=6, tr=[(0, 1, 0), (3, 5, 1), (4, 5, 2), (0, 2, 4), (1, 3, 5), (1, 4, 4)])",10,6,0,SAT,/Users/fch/Python/MiniTNtk-Extension/dataset/sweep_3input/3_40/t_6,dataset/sweep_3input/3_40/t_6/run_t6.out.log,dataset/sweep_3input/3_40/t_6/run_t6.err.log
3_41,F3_041,3,6,9,UNSAT,632,"CG(nc=5, r=7, tr=[(2, 4, 0), (0, 3, 1), (1, 2, 2), (1, 2, 3), (3, 4, 4), (2, 3, 5), (0, 1, 4)])",13,7,0,SAT,/Users/fch/Python/MiniTNtk-Extension/dataset/sweep_3input/3_41/t_6,dataset/sweep_3input/3_41/t_6/run_t6.out.log,dataset/sweep_3input/3_41/t_6/run_t6.err.log
3_41,F3_041,3,7,9,SAT,332,"CG(nc=5, r=7, tr=[(2, 4, 0), (0, 3, 1), (1, 2, 2), (1, 2, 3), (3, 4, 4), (2, 3, 5), (0, 1, 4)])",13,7,0,SAT,/Users/fch/Python/MiniTNtk-Extension/dataset/sweep_3input/3_41/t_7,dataset/sweep_3input/3_41/t_7/run_t7.out.log,dataset/sweep_3input/3_41/t_7/run_t7.err.log
3_41,F3_041,3,8,9,SAT,455,"CG(nc=5, r=8, tr=[(1, 4, 0), (1, 3, 1), (1, 3, 2), (2, 4, 3), (0, 3, 4), (2, 3, 5), (0, 2, 0), (0, 3, 4)])",14,8,0,SAT,/Users/fch/Python/MiniTNtk-Extension/dataset/sweep_3input/3_41/t_8,dataset/sweep_3input/3_41/t_8/run_t8.out.log,dataset/sweep_3input/3_41/t_8/run_t8.err.log
3_41,F3_041,3,9,9,SAT,464,"CG(nc=7, r=9, tr=[(0, 1, 0), (1, 2, 1), (1, 3, 2), (0, 4, 3), (2, 6, 4), (2, 6, 5), (5, 6, 5), (3, 6, 4), (3, 4, 5)])",15,9,0,SAT,/Users/fch/Python/MiniTNtk-Extension/dataset/sweep_3input/3_41/t_9,dataset/sweep_3input/3_41/t_9/run_t9.out.log,dataset/sweep_3input/3_41/t_9/run_t9.err.log
3_42,F3_042,3,3,4,SAT,208,"CG(nc=3, r=3, tr=[(1, 2, 0), (0, 1, 4), (0, 1, 5)])",7,3,0,SAT,/Users/fch/Python/MiniTNtk-Extension/dataset/sweep_3input/3_42/t_3,dataset/sweep_3input/3_42/t_3/run_t3.out.log,dataset/sweep_3input/3_42/t_3/run_t3.err.log
3_42,F3_042,3,4,4,SAT,220,"CG(nc=4, r=4, tr=[(2, 3, 0), (0, 2, 4), (0, 2, 5), (0, 1, 5)])",8,4,0,SAT,/Users/fch/Python/MiniTNtk-Extension/dataset/sweep_3input/3_42/t_4,dataset/sweep_3input/3_42/t_4/run_t4.out.log,dataset/sweep_3input/3_42/t_4/run_t4.err.log
3_43,F3_043,3,3,6,UNSAT,710,"CG(nc=4, r=5, tr=[(0, 1, 0), (1, 3, 4), (2, 3, 5), (0, 2, 4), (0, 2, 0)])",9,5,0,SAT,/Users/fch/Python/MiniTNtk-Extension/dataset/sweep_3input/3_43/t_3,dataset/sweep_3input/3_43/t_3/run_t3.out.log,dataset/sweep_3input/3_43/t_3/run_t3.err.log
3_43,F3_043,3,4,6,UNSAT,474,"CG(nc=4, r=5, tr=[(0, 1, 0), (1, 3, 4), (2, 3, 5), (0, 2, 4), (0, 2, 0)])",9,5,0,SAT,/Users/fch/Python/MiniTNtk-Extension/dataset/sweep_3input/3_43/t_4,dataset/sweep_3input/3_43/t_4/run_t4.out.log,dataset/sweep_3input/3_43/t_4/run_t4.err.log
3_43,F3_043,3,5,6,SAT,267,"CG(nc=4, r=5, tr=[(0, 1, 0), (1, 3, 4), (2, 3, 5), (0, 2, 4), (0, 2, 0)])",9,5,0,SAT,/Users/fch/Python/MiniTNtk-Extension/dataset/sweep_3input/3_43/t_5,dataset/sweep_3input/3_43/t_5/run_t5.out.log,dataset/sweep_3input/3_43/t_5/run_t5.err.log
3_43,F3_043,3,6,6,SAT,276,"CG(nc=5, r=6, tr=[(1, 4, 0), (0, 1, 4), (3, 4, 5), (2, 4, 0), (2, 4, 4), (0, 2, 5)])",10,6,0,SAT,/Users/fch/Python/MiniTNtk-Extension/dataset/sweep_3input/3_43/t_6,dataset/sweep_3input/3_43/t_6/run_t6.out.log,dataset/sweep_3input/3_43/t_6/run_t6.err.log
3_44,F3_044,3,5,5,SAT,237,"CG(nc=5, r=5, tr=[(0, 1, 0), (3, 4, 1), (1, 2, 2), (2, 4, 4), (0, 3, 5)])",9,5,0,SAT,/Users/fch/Python/MiniTNtk-Extension/dataset/sweep_3input/3_44/t_5,dataset/sweep_3input/3_44/t_5/run_t5.out.log,dataset/sweep_3input/3_44/t_5/run_t5.err.log
3_45,F3_045,3,6,7,SAT,292,"CG(nc=5, r=6, tr=[(1, 4, 0), (1, 3, 1), (0, 2, 2), (3, 4, 3), (1, 2, 4), (0, 3, 5)])",12,6,0,SAT,/Users/fch/Python/MiniTNtk-Extension/dataset/sweep_3input/3_45/t_6,dataset/sweep_3input/3_45/t_6/run_t6.out.log,dataset/sweep_3input/3_45/t_6/run_t6.err.log
3_45,F3_045,3,7,7,SAT,387,"CG(nc=6, r=7, tr=[(1, 2, 0), (3, 5, 1), (0, 2, 2), (1, 4, 3), (1, 5, 4), (0, 3, 5), (0, 4, 5)])",13,7,0,SAT,/Users/fch/Python/MiniTNtk-Extension/dataset/sweep_3input/3_45/t_7,dataset/sweep_3input/3_45/t_7/run_t7.out.log,dataset/sweep_3input/3_45/t_7/run_t7.err.log
